phone_number,account_length,vmail_message,day_mins,day_calls,day_charge,eve_mins,eve_calls,eve_charge,night_mins,night_calls,night_charge,intl_mins,intl_calls,intl_charge,custserv_calls,churn,total_mins,total_calls,total_charge,day_mins_share,eve_mins_share,night_mins_share,intl_mins_share,avg_mins_per_call,Cluster
408-5601,112,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,False,743.2,294.0,74.46,0.3030139935414424,0.3455328310010764,0.33597954790096873,0.015473627556512378,2.527891156462585,0
328-5188,117,0,287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,10.0,3,2.7,1,True,710.2,291.0,80.52000000000001,0.4046747395099971,0.36553083638411715,0.21571388341312303,0.014080540692762602,2.4405498281786944,4
329-4474,137,19,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0,False,635.8,353.0,61.93,0.2757156338471218,0.3795218622208242,0.33249449512425294,0.012268008807801196,1.8011331444759207,0
357-4573,136,0,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65,0,False,405.1,269.0,41.989999999999995,0.2520365341890891,0.5418415206121945,0.1819303875586275,0.024191557640088866,1.5059479553903345,4
341-7112,95,0,157.9,103,26.84,259.6,90,22.07,230.0,117,10.35,14.0,2,3.78,0,False,661.5,312.0,63.04,0.23869992441421015,0.3924414210128496,0.3476946334089191,0.021164021164021163,2.1201923076923075,4
400-3147,82,19,146.5,73,24.91,246.4,65,20.94,199.0,114,8.96,4.1,4,1.11,1,False,596.0,256.0,55.92,0.24580536912751677,0.4134228187919463,0.3338926174496644,0.006879194630872483,2.328125,0
378-1936,145,0,245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,9.0,13,2.43,1,True,782.2,335.0,79.42,0.3142418818716441,0.366530299156226,0.30772181027870105,0.01150600869342879,2.3349253731343285,4
347-1640,56,0,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1,False,640.5,296.0,62.03,0.27743950039032006,0.3366120218579235,0.3695550351288056,0.01639344262295082,2.1638513513513513,4
374-9531,155,0,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,10.0,5,2.7,2,False,561.4,360.0,64.96000000000001,0.4467402921268258,0.2716423227645173,0.26380477377983613,0.017812611328820806,1.5594444444444444,4
380-4374,133,0,117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,0,True,572.9,328.0,51.129999999999995,0.20562052714260778,0.3477046604992145,0.4260778495374411,0.020596962820736604,1.7466463414634146,4
380-9409,53,0,119.7,113,20.35,189.7,84,16.12,256.2,108,11.53,12.9,7,3.48,2,False,578.4999999999999,312.0,51.48,0.20691443388072606,0.3279170267934313,0.44286949006050136,0.022299049265341406,1.8541666666666663,4
387-1116,123,0,242.2,87,41.17,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21,5,True,745.1,312.0,74.69,0.3250570393235807,0.30344920144946985,0.3604885250301973,0.011005234196752112,2.388141025641026,4
400-7509,136,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,False,672.2,296.0,62.86,0.24308241594763463,0.37087176435584646,0.3714668253495983,0.01457899434692056,2.2709459459459462,4
403-6225,57,0,161.0,113,27.37,208.0,134,17.68,208.1,81,9.36,8.4,4,2.27,3,False,585.5,332.0,56.68,0.2749786507258753,0.3552519214346712,0.35542271562766864,0.014346712211784799,1.7635542168674698,4
382-8274,62,0,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1,False,502.09999999999997,317.0,47.78,0.25632344154550885,0.33758215494921334,0.3855805616411074,0.020513841864170487,1.58391167192429,4
354-5764,112,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,False,499.1000000000001,299.0,45.32,0.16349428972149865,0.5371669004207573,0.2821077940292526,0.01723101582849128,1.6692307692307695,4
387-6912,55,20,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,False,631.1999999999999,315.0,63.99,0.3290557667934094,0.3163814955640051,0.34299746514575413,0.011565272496831433,2.0038095238095237,0
384-3413,95,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,True,606.3999999999999,301.0,53.43,0.21207124010554093,0.35653034300791564,0.42100923482849617,0.010389182058047496,2.014617940199335,4
367-3950,125,0,233.3,65,39.66,209.8,93,17.83,210.6,109,9.48,9.1,4,2.46,1,False,662.8000000000001,271.0,69.42999999999999,0.3519915509957755,0.31653590826795414,0.3177429088714544,0.01372963186481593,2.445756457564576,4
396-4254,1,0,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10.0,3,2.7,5,True,479.3,290.0,51.980000000000004,0.3799290632171917,0.28145211767160444,0.317755059461715,0.020863759649488837,1.6527586206896552,4
333-3010,98,36,168.0,81,28.56,163.2,125,13.87,172.7,120,7.77,8.0,2,2.16,6,True,511.9,328.0,52.36,0.3281890994334831,0.31881226802109786,0.3373705801914436,0.015628052353975387,1.560670731707317,0
393-1891,105,0,251.6,88,42.77,175.1,103,14.88,184.4,112,8.3,5.4,5,1.46,1,False,616.5,308.0,67.41,0.408110300081103,0.28402270884022707,0.29910786699107866,0.008759124087591242,2.0016233766233764,4
336-9053,113,30,183.8,102,31.25,183.4,123,15.59,235.0,52,10.58,11.6,7,3.13,0,False,613.8000000000001,284.0,60.550000000000004,0.299446073639622,0.2987943955685891,0.38286086673183445,0.01889866405995438,2.161267605633803,0
353-3372,99,0,256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3,True,712.4999999999999,225.0,74.47,0.35985964912280705,0.3010526315789474,0.328,0.011087719298245617,3.166666666666666,4
386-8943,103,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,False,467.99999999999994,356.0,49.38,0.38504273504273506,0.2087606837606838,0.38824786324786326,0.01794871794871795,1.3146067415730336,4
376-9716,177,0,227.8,81,38.73,161.8,97,13.75,217.0,106,9.76,8.0,5,2.16,1,False,614.6,289.0,64.39999999999999,0.37064757565896517,0.2632606573381061,0.3530751708428246,0.013016596160104133,2.126643598615917,4
370-8676,149,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,False,584.7,342.0,58.16,0.25277920301009066,0.47340516504190183,0.25637078843851546,0.017444843509492044,1.7096491228070176,0
360-2329,160,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,True,738.9,373.0,76.57000000000001,0.31790499390986604,0.3664907294627149,0.2967925294356476,0.018811747191771554,1.980965147453083,4
360-1320,116,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,False,518.4,254.0,47.50000000000001,0.2139274691358025,0.41165123456790126,0.3591820987654321,0.0152391975308642,2.0409448818897635,4
329-8638,90,22,124.5,94,21.17,231.7,90,19.69,222.2,108,10.0,6.4,12,1.73,1,False,584.8,304.0,52.589999999999996,0.21289329685362518,0.3962038303693571,0.3799589603283174,0.010943912448700412,1.9236842105263157,0
385-1118,148,0,233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59,0,True,553.1,251.0,63.74000000000001,0.4221659736033267,0.33935997107213883,0.22111733863677452,0.0173567166877599,2.203585657370518,4
408-8269,147,35,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2,True,560.6,327.0,57.8,0.351944345344274,0.2516946129147342,0.37834463075276487,0.0180164109882269,1.7143730886850153,0
391-2334,95,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,False,481.2,324.0,39.35,0.12094763092269327,0.41999168744804655,0.43744804655029096,0.021612635078969246,1.4851851851851852,4
373-8900,201,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7.0,6,1.89,1,False,640.0,267.0,65.97,0.33234375,0.351875,0.30484374999999997,0.0109375,2.397003745318352,4
382-3512,80,0,151.5,89,25.76,131.7,78,11.19,235.3,131,10.59,11.8,4,3.19,0,False,530.3,302.0,50.730000000000004,0.2856873467848388,0.2483499905713747,0.44371110692061105,0.022251555723175564,1.755960264900662,4
420-4089,122,0,146.3,117,24.87,218.7,93,18.59,236.0,97,10.62,11.5,5,3.11,1,False,612.5,312.0,57.19,0.23885714285714288,0.3570612244897959,0.3853061224489796,0.018775510204081632,1.9631410256410255,4
406-8465,132,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,False,575.1,314.0,57.730000000000004,0.33924534863502,0.2587376108502869,0.3903668927143105,0.011650147800382543,1.8315286624203821,4
386-6114,83,0,208.9,71,35.51,214.8,92,18.26,247.9,108,11.16,13.0,5,3.51,1,False,684.6,276.0,68.44,0.3051416885772714,0.3137598597721297,0.362109260882267,0.018989190768331873,2.480434782608696,4
413-9328,99,0,135.7,107,23.07,208.4,103,17.71,209.0,95,9.4,8.8,3,2.38,7,True,561.9,308.0,52.56,0.2415020466275138,0.37088449902117815,0.37195230468054813,0.015661149670759923,1.8243506493506492,4
335-7144,84,0,225.9,86,38.4,275.6,105,23.43,201.4,108,9.06,14.3,3,3.86,3,True,717.1999999999999,302.0,74.75,0.3149749023982153,0.3842721695482432,0.28081427774679313,0.01993865030674847,2.3748344370860925,4
414-5177,46,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1,False,493.9,233.0,46.37,0.2474185057703989,0.33853006681514475,0.3944118242559223,0.019639603158534115,2.119742489270386,4
350-5993,87,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,False,660.1,380.0,59.839999999999996,0.23223753976670203,0.3400999848507802,0.414179669747008,0.013482805635509772,1.7371052631578947,4
370-1465,150,0,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,False,656.9,309.0,65.78,0.325772568123002,0.2928908509666616,0.369310397320749,0.012026183589587458,2.1258899676375402,4
385-2370,73,0,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1,False,473.1,264.0,54.76,0.41175227224688227,0.35341365461847385,0.21200591841048402,0.022828154724159798,1.7920454545454547,4
358-9146,7,0,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,11.0,5,2.97,3,False,657.3,252.0,69.13,0.3144682793245094,0.42765860337745326,0.24113798874182263,0.01673512855621482,2.608333333333333,4
357-8515,89,12,188.0,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2,False,551.7,347.0,56.75,0.34076490846474533,0.2742432481421062,0.36595976073953235,0.019032082653616094,1.589913544668588,4
406-8995,131,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3,True,402.7,275.0,41.25,0.30370002483238145,0.2950086913334989,0.3672709212813509,0.03402036255276881,1.4643636363636363,4
344-3145,105,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12.0,5,3.24,3,False,668.9,234.0,72.22,0.3876513679174765,0.26192255942592313,0.33248617132605773,0.01793990133054268,2.8585470085470086,4
341-9890,108,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,True,476.3,272.0,47.379999999999995,0.24165441948351876,0.4436279655679194,0.28574427881587233,0.028973336132689483,1.7511029411764707,4
365-4387,47,28,172.9,109,29.39,137.6,94,11.7,203.8,109,9.17,8.3,6,2.24,1,False,522.5999999999999,318.0,52.50000000000001,0.33084577114427866,0.2632988901645618,0.3899732108687333,0.015882127822426335,1.643396226415094,0
375-3341,101,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,False,501.40000000000003,344.0,48.97,0.3119266055045872,0.2600717989629039,0.4134423613881133,0.01455923414439569,1.4575581395348838,4
418-3096,182,24,128.1,104,21.78,143.4,127,12.19,191.0,98,8.59,11.6,3,3.13,1,False,474.1,332.0,45.690000000000005,0.2701961611474372,0.3024678337903396,0.4028685931238135,0.024467411938409615,1.4280120481927712,0
378-3879,161,0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1,False,573.5999999999999,234.0,60.010000000000005,0.342747559274756,0.2967224546722455,0.3387377963737797,0.021792189679218973,2.451282051282051,4
344-1362,128,0,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,True,727.5,290.0,74.57000000000001,0.31326460481099655,0.4159450171821306,0.2632302405498282,0.007560137457044674,2.5086206896551726,4
419-3937,69,31,194.9,63,33.13,191.6,90,16.29,153.0,129,6.89,13.2,2,3.56,2,False,552.7,284.0,59.870000000000005,0.35263253121042154,0.34666184186719734,0.2768228695494843,0.023882757372896687,1.9461267605633805,0
348-4961,113,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,False,360.8,266.0,30.209999999999997,0.12444567627494456,0.37195121951219506,0.46674057649667405,0.036862527716186255,1.3563909774436091,0
329-1410,87,30,262.8,114,44.68,215.8,130,18.34,154.8,88,6.97,7.8,2,2.11,0,False,641.2,334.0,72.1,0.4098565190268247,0.33655645664379286,0.24142233312538988,0.012164691203992512,1.9197604790419163,0
332-9896,71,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,False,702.0,299.0,70.85999999999999,0.30085470085470084,0.35997150997150995,0.3216524216524217,0.01752136752136752,2.347826086956522,4
407-8575,76,0,204.0,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1,False,679.0000000000001,269.0,67.21000000000001,0.300441826215022,0.3315169366715758,0.3539027982326951,0.014138438880706919,2.5241635687732344,4
387-2799,87,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,False,654.5,282.0,65.72,0.3410236822001528,0.19480519480519481,0.4420168067226891,0.02215431627196333,2.3209219858156027,4
373-9108,117,0,119.0,82,20.23,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11,1,False,507.3,290.0,47.8,0.234575202050069,0.36960378474275574,0.3731519810762862,0.02266903213088902,1.7493103448275862,4
345-3947,177,0,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3,True,724.9,236.0,76.89,0.3670851151883019,0.3106635397985929,0.30997378948820525,0.012277555524899987,3.0716101694915254,4
356-7511,95,0,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1,False,532.6999999999999,282.0,48.98,0.252299605781866,0.2860897315562231,0.443964708090858,0.017645954571053127,1.8890070921985813,4
343-4516,76,0,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1,False,536.1,256.0,59.44,0.31915687371759,0.4797612385748927,0.17086364484238015,0.0302182428651371,2.094140625,4
408-6305,66,0,170.5,103,28.99,254.3,77,21.62,197.3,138,8.88,10.5,2,2.84,2,False,632.6,320.0,62.33,0.2695226051217199,0.4019917799557382,0.3118874486247234,0.016598166297818528,1.9768750000000002,4
338-7305,110,0,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,False,552.4,374.0,55.28,0.3231354091238233,0.2659304851556843,0.3930123099203476,0.017921795800144823,1.477005347593583,4
401-3077,204,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3,False,565.5,322.0,60.46000000000001,0.3628647214854111,0.2737400530503979,0.3384615384615385,0.02493368700265252,1.7562111801242235,4
401-6977,32,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13.0,2,3.51,0,False,636.1,321.0,68.0,0.36598019179374314,0.28847665461405436,0.32510611539066187,0.020437038201540636,1.9816199376947041,0
385-1464,133,39,239.9,107,40.78,253.8,77,21.57,128.7,85,5.79,6.7,3,1.81,5,False,629.1000000000001,272.0,69.95,0.3813384199650293,0.4034334763948497,0.20457796852646631,0.010650135113654424,2.312867647058824,0
417-5034,185,0,55.6,97,9.45,288.7,83,24.54,111.2,110,5.0,12.1,3,3.27,2,False,467.6,293.0,42.26,0.11890504704875962,0.6174080410607357,0.23781009409751924,0.025876817792985455,1.5959044368600683,4
420-7066,103,37,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,False,650.6999999999999,299.0,60.529999999999994,0.23589980021515294,0.37175349623482407,0.376056554479791,0.01629014907023206,2.1762541806020064,0
394-8256,91,0,109.8,100,18.67,189.6,104,16.12,206.7,85,9.3,11.1,3,3.0,1,False,517.1999999999999,292.0,47.09,0.2122969837587007,0.3665893271461717,0.39965197215777265,0.02146171693735499,1.7712328767123284,4
362-5044,131,0,196.1,89,33.34,185.5,87,15.77,250.0,132,11.25,5.2,6,1.4,2,False,636.8000000000001,314.0,61.76,0.30794597989949746,0.2913002512562814,0.3925879396984924,0.008165829145728642,2.028025477707007,4
350-2075,153,0,166.8,127,28.36,143.5,121,12.2,210.7,130,9.48,11.8,4,3.19,0,False,532.8,382.0,53.230000000000004,0.3130630630630631,0.26933183183183185,0.39545795795795796,0.02214714714714715,1.3947643979057591,4
343-5372,132,25,113.2,96,19.24,269.9,107,22.94,229.1,87,10.31,7.1,7,1.92,2,False,619.3,297.0,54.410000000000004,0.18278701760051674,0.43581462942031324,0.3699337962215405,0.011464556757629581,2.085185185185185,0
377-9520,148,0,203.0,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1,False,614.0,357.0,62.33,0.3306188925081433,0.2457654723127036,0.3998371335504886,0.023778501628664496,1.719887955182073,4
391-6773,141,0,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,6.0,3,1.62,5,False,694.4,277.0,72.32000000000001,0.3496543778801844,0.3371255760368664,0.3045794930875576,0.008640552995391706,2.5068592057761734,4
403-4442,105,0,156.5,102,26.61,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2,False,536.3000000000001,349.0,52.050000000000004,0.29181428305053136,0.26142084654111497,0.424016408726459,0.02274846168189446,1.5366762177650433,4
379-5885,169,0,266.7,105,45.34,158.2,88,13.45,287.7,111,12.95,13.8,3,3.73,3,True,726.3999999999999,307.0,75.47000000000001,0.3671530837004406,0.21778634361233482,0.3960627753303965,0.0189977973568282,2.366123778501628,4
399-1021,127,23,182.0,80,30.94,216.1,85,18.37,156.9,82,7.06,9.8,4,2.65,1,False,564.8,251.0,59.02,0.32223796033994334,0.3826133144475921,0.2777974504249292,0.017351274787535412,2.250199203187251,0
342-4004,57,0,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0,False,521.4,314.0,44.23,0.1647487533563483,0.3718833908707327,0.4439969313387035,0.019370924434215574,1.6605095541401274,4
382-7659,123,33,146.6,87,24.92,114.8,59,9.76,220.4,99,9.92,2.9,7,0.78,0,False,484.69999999999993,252.0,45.38,0.30245512688260784,0.23684753455745824,0.4547142562409739,0.005983082318960182,1.9234126984126982,0
342-1004,103,35,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4,True,420.1,261.0,44.18,0.26303261128302785,0.49583432516067605,0.20804570340395145,0.03308736015234468,1.6095785440613029,0
398-5851,101,0,118.6,89,20.16,199.6,97,16.97,53.3,61,2.4,11.5,5,3.11,1,False,383.0,252.0,42.63999999999999,0.30966057441253264,0.5211488250652742,0.13916449086161878,0.030026109660574413,1.5198412698412698,4
396-4869,123,22,197.6,105,33.59,80.0,86,6.8,120.8,82,5.44,15.6,12,4.21,2,False,414.00000000000006,285.0,50.04,0.4772946859903381,0.19323671497584538,0.29178743961352654,0.03768115942028985,1.4526315789473687,0
422-8333,78,32,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,10.8,4,2.92,6,False,659.4,295.0,66.08,0.318926296633303,0.29147710039429786,0.3732180770397331,0.01637852593266606,2.2352542372881357,0
367-9127,101,28,220.3,96,37.45,285.8,72,24.29,203.0,111,9.14,9.4,6,2.54,4,False,718.5,285.0,73.42,0.30661099512874046,0.3977731384829506,0.2825330549756437,0.013082811412665275,2.5210526315789474,0
420-3028,129,0,150.0,98,25.5,232.4,101,19.75,261.2,123,11.75,12.5,6,3.38,1,False,656.0999999999999,328.0,60.38,0.2286236854138089,0.3542142966011279,0.3981100442005792,0.019051973784484075,2.00030487804878,4
357-6348,67,34,161.7,114,27.49,207.6,115,17.65,205.7,114,9.26,9.2,4,2.48,0,False,584.2,347.0,56.879999999999995,0.27678877096884624,0.3553577541937692,0.35210544334132143,0.01574803149606299,1.6835734870317005,0
386-1131,37,0,191.4,116,32.54,167.4,99,14.23,216.5,112,9.74,14.0,5,3.78,3,False,589.3,332.0,60.29,0.32479212625148485,0.28406584082810116,0.36738503309010695,0.023756999830307147,1.775,4
349-8391,64,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3,False,546.1,246.0,51.67,0.26863211865958614,0.27156198498443507,0.43691631569309647,0.022889580662882256,2.219918699186992,4
421-1484,173,0,109.4,103,18.6,101.3,111,8.61,167.3,106,7.53,7.8,7,2.11,1,False,385.8,327.0,36.85,0.2835666148263349,0.2625712804561949,0.4336443753240021,0.020217729393468116,1.179816513761468,4
414-2663,135,0,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67,1,False,618.9,268.0,58.910000000000004,0.23283244465988043,0.40361932460817584,0.3415737598965907,0.021974470835353047,2.309328358208955,4
327-6989,75,42,248.9,93,42.31,170.8,108,14.52,104.5,91,4.7,11.2,8,3.02,1,False,535.4000000000001,300.0,64.55,0.4648860664923421,0.31901382144191254,0.19518117295480011,0.020918939110945084,1.784666666666667,0
405-5513,88,0,85.7,112,14.57,221.6,70,18.84,190.6,75,8.58,11.6,3,3.13,4,True,509.5,260.0,45.12,0.16820412168792934,0.4349362119725221,0.37409224730127577,0.022767419038272816,1.9596153846153845,4
345-9168,112,0,214.8,112,36.52,209.7,104,17.82,164.4,97,7.4,9.4,5,2.54,3,False,598.3,318.0,64.28,0.35901721544375736,0.3504930636804279,0.2747785391943841,0.015711181681430722,1.881446540880503,4
417-5146,113,0,158.9,137,27.01,242.8,109,20.64,247.8,97,11.15,6.5,4,1.76,0,False,656.0,347.0,60.56,0.24222560975609758,0.3701219512195122,0.3777439024390244,0.009908536585365854,1.8904899135446687,4
339-2792,121,28,110.0,94,18.7,141.5,76,12.03,237.3,87,10.68,6.4,3,1.73,2,False,495.2,260.0,43.13999999999999,0.22213247172859452,0.2857431340872375,0.47920032310177707,0.012924071082390954,1.9046153846153846,0
345-8397,70,0,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1,False,498.7,324.0,51.260000000000005,0.30639663124122724,0.3681572087427311,0.3043914176859836,0.021054742330058152,1.5391975308641974,4
344-6404,90,0,145.6,103,24.75,197.1,137,16.75,294.5,83,13.25,10.5,4,2.84,0,False,647.7,327.0,57.59,0.2247954299830168,0.30430754979157015,0.45468581133240693,0.01621120889300602,1.9807339449541286,4
417-9455,39,0,93.3,83,15.86,199.6,114,16.97,206.2,104,9.28,6.5,4,1.76,0,False,505.59999999999997,305.0,43.87,0.18453322784810128,0.3947784810126582,0.40783227848101267,0.012856012658227849,1.6577049180327867,4
343-1009,142,0,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,8.3,2,2.24,0,False,551.0,350.0,61.27,0.3934664246823957,0.34083484573502726,0.25063520871143374,0.015063520871143377,1.5742857142857143,4
365-3493,176,0,201.9,101,34.32,154.7,78,13.15,164.4,79,7.4,9.0,2,2.43,1,False,530.0,260.0,57.3,0.3809433962264151,0.29188679245283017,0.31018867924528304,0.016981132075471698,2.0384615384615383,4
376-7043,105,0,146.4,81,24.89,225.1,80,19.13,230.1,117,10.35,8.5,2,2.3,1,False,610.1,280.0,56.669999999999995,0.2399606621865268,0.36895590886739876,0.3771512866743157,0.013932142271758728,2.1789285714285715,4
348-5728,57,0,272.7,74,46.36,224.9,85,19.12,178.2,104,8.02,10.5,3,2.84,2,True,686.3,266.0,76.34,0.3973480984991986,0.3276992568847443,0.25965321288066445,0.015299431735392686,2.580075187969925,4
357-5784,110,0,18.9,92,3.21,258.4,81,21.96,109.6,74,4.93,14.8,4,4.0,1,False,401.7,251.0,34.1,0.04705003734129948,0.6432661189942743,0.272840428180234,0.036843415484192184,1.600398406374502,4
417-9844,88,0,172.8,81,29.38,193.4,90,16.44,89.6,107,4.03,12.8,5,3.46,2,False,468.6000000000001,283.0,53.31,0.3687580025608194,0.41271873666239856,0.1912078531796841,0.027315407597097736,1.6558303886925798,4
333-7225,95,0,190.2,119,32.33,157.1,70,13.35,181.5,120,8.17,14.0,6,3.78,0,False,542.8,315.0,57.63,0.35040530582166546,0.28942520265291083,0.33437730287398676,0.025792188651436995,1.7231746031746031,4
382-4943,147,0,130.6,83,22.2,208.1,144,17.69,204.6,72,9.21,15.6,3,4.21,3,False,558.9,302.0,53.31,0.23367328681338342,0.3723385220969762,0.36607622114868493,0.027911969940955447,1.850662251655629,4
345-4589,101,0,158.4,92,26.93,188.0,117,15.98,219.7,125,9.89,13.5,4,3.65,4,True,579.5999999999999,338.0,56.449999999999996,0.2732919254658386,0.32436162870945484,0.3790545203588682,0.02329192546583851,1.7147928994082837,4
404-6337,115,0,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1,False,623.9,303.0,61.85,0.26686969065555377,0.37858631190895975,0.3295399903830742,0.025004007052412246,2.059075907590759,4
412-1470,103,0,129.3,103,21.98,202.8,89,17.24,233.0,126,10.49,12.9,2,3.48,2,False,578.0,320.0,53.19,0.22370242214532873,0.35086505190311423,0.4031141868512111,0.022318339100346023,1.80625,4
394-9220,82,0,199.3,112,33.88,193.4,120,16.44,254.4,117,11.45,7.0,10,1.89,0,False,654.1,359.0,63.66000000000001,0.3046934719461856,0.2956734444274576,0.38893135606176427,0.01070172756459257,1.8220055710306406,4
364-5362,141,0,185.1,126,31.47,233.0,98,19.81,152.2,106,6.85,9.1,7,2.46,0,False,579.4,337.0,60.59,0.31946841560234723,0.402140144977563,0.26268553676216777,0.01570590265792199,1.7192878338278932,4
372-9852,149,0,175.4,80,29.82,197.4,127,16.78,188.2,102,8.47,9.7,2,2.62,2,False,570.7,311.0,57.69,0.30734186087261256,0.3458910110390748,0.3297704573330997,0.016996670755212894,1.8350482315112542,4
394-9984,131,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,False,644.5,300.0,70.41,0.40868890612878195,0.2356865787432118,0.33902249806051205,0.01660201706749418,2.1483333333333334,4
402-1668,119,0,94.2,108,16.01,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1,False,569.3,290.0,49.6,0.165466362199192,0.4639030388196031,0.3578078341823292,0.012822764798875813,1.9631034482758618,4
339-5659,112,0,189.4,83,32.2,219.0,89,18.62,168.0,116,7.56,7.1,8,1.92,3,False,583.5,296.0,60.30000000000001,0.3245929734361611,0.37532133676092544,0.2879177377892031,0.012167952013710367,1.9712837837837838,4
341-7279,116,35,118.0,103,20.06,167.2,106,14.21,205.7,102,9.26,11.8,2,3.19,2,False,502.7,313.0,46.71999999999999,0.23473244479809033,0.33260393873085337,0.40919037199124725,0.023473244479809034,1.606070287539936,0
371-3236,94,0,212.1,98,36.06,189.4,89,16.1,352.2,95,15.85,8.4,5,2.27,3,False,762.1,287.0,70.28,0.2783099330796483,0.24852381577220836,0.4621440755806324,0.011022175567510825,2.6554006968641115,4
343-5679,90,0,222.0,93,37.74,187.0,103,15.9,282.3,124,12.7,12.4,6,3.35,2,False,703.6999999999999,326.0,69.69,0.31547534460707694,0.2657382407275828,0.4011652692908911,0.01762114537444934,2.1585889570552146,4
